record_id,full_name,email,phone,address,bank_name,card_number,expiry_date,cvv,account_status,breach_source
30d7c0ee-4a86-4de1-9660-42e56eeb6a70,Jennifer Brown,jennifer.brown402@example.com,+13903851725,680 Main Street,Unity Finance,5500893982053637,05/28,290,Active,Insider Leak
5ed104ba-b395-4528-b2fe-beb58f5e7a97,Patricia White,patricia.white399@example.com,+15903102452,153 Main Street,Metro Capital Bank,3400683965293193,09/29,516,Expired,Phishing
82b46ea2-f9c1-4d3f-b80b-95ff98c564c5,Linda Mwangi,linda.mwangi434@example.com,+14453620397,607 Main Street,Metro Capital Bank,3400190787642826,05/30,180,Blocked,Phishing
0114d164-ad8b-4cfe-889d-3563a4d26063,Patricia Brown,patricia.brown206@example.com,+11139665059,771 Main Street,Metro Capital Bank,3400577156218852,12/27,403,Active,Phishing
8c518841-f7e6-4c1d-90ec-697a16463b3e,Linda Smith,linda.smith159@example.com,+16006724408,207 Main Street,Global Trust Bank,5500233039245745,04/26,301,Expired,Insider Leak
52a0f16d-a16d-4c38-b9ed-9aa39a4fcd4c,Linda Johnson,linda.johnson498@example.com,+14417469924,963 Main Street,Global Trust Bank,3000029690292026,02/30,778,Blocked,Malware Attack
c0e60fcb-dbe8-4751-ac53-a5b459aade28,Robert Harris,robert.harris279@example.com,+14387626796,641 Main Street,Unity Finance,4111185472986353,05/28,258,Active,Malware Attack
459aba07-aa05-4a6a-a418-2db0072ee1eb,Elizabeth Thomas,elizabeth.thomas352@example.com,+10504977968,102 Main Street,Unity Finance,3400420366512419,12/29,965,Active,Insider Leak
d37e4a6e-6b06-4129-a7a1-a3150eb63bf8,Mary Johnson,mary.johnson648@example.com,+12130756982,708 Main Street,Unity Finance,3000904727280994,06/28,559,Expired,Malware Attack
29d3f23b-68c9-4797-8ebc-e8095627b1a2,Mary Harris,mary.harris31@example.com,+18152199244,489 Main Street,Prime National Bank,3000070243275632,09/27,790,Expired,Malware Attack
fa1f85b1-fbfb-4bfc-a05e-0db0cfb20800,Michael Johnson,michael.johnson676@example.com,+19937545353,982 Main Street,Metro Capital Bank,4111162206159272,08/27,867,Blocked,Malware Attack
93566e8d-f4da-4899-8db8-b10fff7927d8,Linda Brown,linda.brown590@example.com,+17823423342,917 Main Street,Metro Capital Bank,4111632393932478,04/30,527,Active,SQL Injection
b89c01dd-feeb-435e-83f9-a77c92eaaf23,Michael Harris,michael.harris894@example.com,+18675922780,213 Main Street,Global Trust Bank,3000680908052778,06/29,630,Expired,Malware Attack
2863453d-5929-4c50-85ab-7acf38b59321,Jennifer Smith,jennifer.smith222@example.com,+13752793489,541 Main Street,Unity Finance,3000925854080436,10/27,941,Active,Phishing
c2484e1b-9f0d-45f2-9e8c-4a23d154631d,Patricia Johnson,patricia.johnson505@example.com,+19948296710,782 Main Street,Prime National Bank,3400659783691300,02/28,177,Blocked,Malware Attack
3dcd0be0-71de-44ac-a771-31c6cec9abcb,Patricia White,patricia.white835@example.com,+14688500681,797 Main Street,Global Trust Bank,5500950357548486,10/27,541,Active,Phishing
39fe1b45-8f97-4d1e-876c-c9ce18cd117a,John Brown,john.brown437@example.com,+11477177630,834 Main Street,Prime National Bank,5500296266846590,11/28,953,Expired,Phishing
b810968b-253d-4d17-8c7b-91e2541856ac,John White,john.white19@example.com,+15592953684,805 Main Street,Global Trust Bank,3000091885137887,11/27,316,Expired,SQL Injection
c0e1f957-74a7-4d6a-804b-d85383385bec,Linda Jackson,linda.jackson3@example.com,+18399205618,663 Main Street,Global Trust Bank,3000297609019738,01/30,881,Blocked,Insider Leak
d8004291-ad4d-4902-a5e1-7749ac6a1785,Elizabeth Thomas,elizabeth.thomas524@example.com,+19832682646,404 Main Street,Global Trust Bank,5500165040413749,06/30,255,Active,SQL Injection
7ab4040c-b9fd-4d9a-99d4-608cdc6eee8c,Linda Johnson,linda.johnson274@example.com,+15870424534,300 Main Street,Global Trust Bank,3400297705271027,07/28,815,Expired,SQL Injection
6ef78fa3-18af-4bd7-aa3b-e1879acb5c13,James Brown,james.brown466@example.com,+13060194864,828 Main Street,Metro Capital Bank,3400569185100404,04/29,459,Blocked,Malware Attack
4f67424d-2bf3-4d34-9948-7d7401dbc8c6,James Jackson,james.jackson595@example.com,+16718387222,472 Main Street,Prime National Bank,3400505655395902,03/28,927,Blocked,Phishing
416ca1bb-ff50-47a2-b2e3-be66e32bd6ed,Linda Taylor,linda.taylor122@example.com,+14721721291,676 Main Street,Prime National Bank,3400826623452070,12/30,502,Blocked,Phishing
f1b4234c-42ed-46d4-88fd-8ef87a3b3464,Robert Johnson,robert.johnson415@example.com,+12563745595,569 Main Street,Unity Finance,4111698672481898,09/29,259,Active,Insider Leak
59d030ed-4eff-4ff9-b16c-2a52764ee27f,Linda Brown,linda.brown67@example.com,+13938107855,497 Main Street,Global Trust Bank,3000704854045453,02/28,382,Blocked,Malware Attack
faab8c4c-4aa9-4a53-b766-70f03b1ee23b,Elizabeth Taylor,elizabeth.taylor529@example.com,+16905025104,251 Main Street,Metro Capital Bank,3000053852164731,05/29,281,Expired,Malware Attack
20258ff7-5cdf-4d33-9d61-41c4270e3f34,James Johnson,james.johnson704@example.com,+19347949639,561 Main Street,Global Trust Bank,3400988475274078,02/28,549,Expired,Phishing
3786b5f5-8218-4216-8de0-f4881f2e3286,Jennifer Brown,jennifer.brown667@example.com,+10310012990,559 Main Street,Unity Finance,3000003409039791,06/28,409,Expired,Malware Attack
acf5f2f7-a31d-4739-9b62-7276c65835e5,John Smith,john.smith644@example.com,+11884928333,240 Main Street,Global Trust Bank,4111697343243810,09/30,240,Expired,Malware Attack
e17ab755-7fa6-4d50-afa4-a4ff8097cb35,Linda Johnson,linda.johnson244@example.com,+18523473755,317 Main Street,Unity Finance,4111753505716558,04/28,581,Expired,Phishing
6415d1b7-fd16-4497-90fd-bcb2b7f81518,Jennifer Jackson,jennifer.jackson514@example.com,+15578335851,585 Main Street,Metro Capital Bank,3400988531278451,09/29,397,Blocked,SQL Injection
c7632864-cbaf-46d5-bc92-750f7d65380f,Michael Thomas,michael.thomas728@example.com,+12035011424,821 Main Street,Unity Finance,5500845074370751,10/30,441,Expired,Phishing
946bdf4e-cfad-4164-b6e2-c2b91c5a7ccb,James Thomas,james.thomas366@example.com,+15964013358,634 Main Street,Metro Capital Bank,3400813449211323,01/28,403,Expired,SQL Injection
53710d77-13a9-4cb3-aade-70657eeb6637,Elizabeth Anderson,elizabeth.anderson971@example.com,+19532268444,521 Main Street,Unity Finance,3400634702516903,11/27,305,Blocked,Insider Leak
ca420167-947c-4ef7-8578-bdfdbe86c11f,Elizabeth Jackson,elizabeth.jackson482@example.com,+10851240170,548 Main Street,Global Trust Bank,3400407584647971,03/28,588,Blocked,Insider Leak
de897617-020c-486b-91d3-8335ab2f5c51,Elizabeth Johnson,elizabeth.johnson583@example.com,+12728881916,682 Main Street,Metro Capital Bank,3000299875913473,09/26,211,Expired,Phishing
156634f8-c385-4465-b731-13837c23bbdf,William Johnson,william.johnson41@example.com,+16362060380,300 Main Street,Unity Finance,5500568409703440,12/29,117,Expired,SQL Injection
b26a5244-aadb-4a7e-afb4-4cd3496a600c,Robert Harris,robert.harris250@example.com,+11565203278,236 Main Street,Global Trust Bank,3400339090641976,09/30,826,Blocked,Phishing
c13ba517-ef79-4b43-a111-62ab0e022511,Linda Brown,linda.brown878@example.com,+14359186942,282 Main Street,Metro Capital Bank,4111939051892129,06/27,612,Blocked,SQL Injection
594db82d-145b-4b34-a9ae-e27925175e47,James Taylor,james.taylor448@example.com,+15058163993,283 Main Street,Unity Finance,4111345713676027,11/27,755,Blocked,Malware Attack
8923c085-59de-4be2-9495-0722c0cc04ab,Mary Brown,mary.brown471@example.com,+16782230461,629 Main Street,Prime National Bank,5500409666503984,11/30,232,Blocked,Phishing
15eb9d3f-1143-407f-80df-b98f71a4e3d4,Linda Harris,linda.harris542@example.com,+18279461404,936 Main Street,Unity Finance,5500625073368308,08/29,422,Expired,Phishing
36f48859-9456-405c-89bb-d55beb3b7da7,Mary Taylor,mary.taylor396@example.com,+15140374129,585 Main Street,Prime National Bank,3400801146314452,01/29,990,Active,Phishing
8400fa52-6497-4b54-9808-d09e00502778,William Brown,william.brown327@example.com,+16432374311,281 Main Street,Metro Capital Bank,4111064601202978,08/26,813,Active,Phishing
6c6c3894-9611-4737-b739-e052f78ccbcf,Elizabeth Jackson,elizabeth.jackson696@example.com,+15603492789,873 Main Street,Global Trust Bank,5500956063253288,06/27,932,Active,Malware Attack
d7480288-de71-45b2-99e5-59ba976b80e2,Elizabeth Thomas,elizabeth.thomas720@example.com,+17290864878,922 Main Street,Unity Finance,4111292112387907,08/27,143,Expired,Phishing
bd6fd062-cc58-43d8-b3bc-c871071fe525,James Jackson,james.jackson930@example.com,+18065337956,629 Main Street,Unity Finance,3400198434527948,05/30,749,Expired,SQL Injection
6cd15873-b9fb-41d6-8e6f-16dc4edb242b,Michael Johnson,michael.johnson744@example.com,+16650073660,665 Main Street,Metro Capital Bank,3000552150245577,08/30,608,Active,Malware Attack
813acb5c-c5ea-4fd8-aff3-898f7df87efe,Robert Thomas,robert.thomas359@example.com,+16773747488,722 Main Street,Unity Finance,5500548403571968,09/29,521,Active,SQL Injection
e86069fa-2441-4adb-80ed-1dd42dd45e3c,Patricia White,patricia.white363@example.com,+19331855900,511 Main Street,Global Trust Bank,4111944430953607,01/27,769,Active,Insider Leak
ab0643d9-f635-41d7-a60f-ddd8635f46d3,Linda Smith,linda.smith838@example.com,+13070304430,885 Main Street,Global Trust Bank,3000398344980137,05/27,493,Expired,SQL Injection
302a4414-7ac8-4ef3-9e97-0345200c2a3f,Mary Anderson,mary.anderson341@example.com,+15334042382,353 Main Street,Unity Finance,3000233897536010,06/28,114,Expired,Phishing
d9793de0-1094-432f-9070-95c65bcf8cb6,James Jackson,james.jackson841@example.com,+17002062246,708 Main Street,Global Trust Bank,3000795493351413,12/28,806,Blocked,Phishing
375d16f8-f2a5-4091-94b0-258ecc5ed46c,William Jackson,william.jackson364@example.com,+18521363135,530 Main Street,Unity Finance,5500835496492771,08/26,572,Blocked,Malware Attack
c3873683-fa3a-46db-8543-8ca4e5878824,Michael Thomas,michael.thomas791@example.com,+13562227295,553 Main Street,Global Trust Bank,3400314265990771,04/30,936,Active,SQL Injection
5f681a5f-0eb1-4261-8dd7-bdfb01220eb5,Michael Thomas,michael.thomas80@example.com,+10791277035,333 Main Street,Metro Capital Bank,3000227192354407,08/29,277,Active,Malware Attack
27447f9f-8e53-40f5-aa96-a40dcad04d7c,Mary Smith,mary.smith443@example.com,+14148000684,207 Main Street,Unity Finance,4111909811430571,07/26,740,Expired,Phishing
96ed2f07-954d-45c1-bd98-9c5415ba2c86,Mary Harris,mary.harris476@example.com,+10207227017,119 Main Street,Metro Capital Bank,5500011889424364,04/28,353,Blocked,SQL Injection
2fa4ba4e-a5fc-41ec-b2c0-f02b7c810e78,William Smith,william.smith681@example.com,+10728146927,577 Main Street,Prime National Bank,3000478865872926,07/27,320,Expired,Phishing
2cce2ceb-5b7b-4352-81fc-c38b1200be9d,John Mwangi,john.mwangi652@example.com,+14746618947,829 Main Street,Metro Capital Bank,3000649158833952,11/29,956,Expired,SQL Injection
b5071091-29c8-4299-8a16-a2f1c8b456cd,Linda Harris,linda.harris262@example.com,+17222644944,950 Main Street,Metro Capital Bank,5500542178187347,05/27,433,Expired,SQL Injection
259d7990-0d72-4784-875a-37dcb3c936af,Patricia Taylor,patricia.taylor489@example.com,+15885482622,587 Main Street,Global Trust Bank,5500851630417162,08/26,171,Blocked,SQL Injection
d9fd6963-112f-4bda-9dda-f19288176bc2,Jennifer Thomas,jennifer.thomas610@example.com,+19032067067,244 Main Street,Unity Finance,5500826288686869,09/26,130,Expired,Malware Attack
a98cd137-c705-423e-bc4e-ef92782ff299,John Taylor,john.taylor267@example.com,+14697771229,621 Main Street,Metro Capital Bank,5500643304428764,08/30,333,Blocked,SQL Injection
fe698ebe-83af-4e2f-896f-bbcae33f741f,Linda Harris,linda.harris815@example.com,+12042545843,229 Main Street,Prime National Bank,3000113917638657,06/26,221,Blocked,Phishing
0cd32c4f-001e-45b0-8bb8-627952ea0654,Michael Smith,michael.smith385@example.com,+16608290401,132 Main Street,Global Trust Bank,4111718263856167,01/26,408,Active,SQL Injection
21c037cf-a919-4c72-886b-5885748b551a,Patricia Harris,patricia.harris223@example.com,+12017301444,544 Main Street,Global Trust Bank,3400958545681782,01/27,904,Expired,Malware Attack
56fbbc5e-19e3-4165-a7dd-d2f6684b7de2,Jennifer Taylor,jennifer.taylor218@example.com,+15339881321,658 Main Street,Unity Finance,5500640257110097,03/26,796,Active,Insider Leak
54337874-3abe-4e80-a237-8bd1fd880b89,Robert White,robert.white367@example.com,+11781063925,789 Main Street,Prime National Bank,3400498926237220,08/28,430,Active,Phishing
97f95e08-25f9-4a20-8ccf-7735a3b4497a,John Mwangi,john.mwangi433@example.com,+10469208636,541 Main Street,Metro Capital Bank,4111937852614672,04/27,650,Active,Malware Attack
d52cbf1c-8a1a-43d1-b777-0f4fea398313,Linda Brown,linda.brown332@example.com,+11995214505,767 Main Street,Unity Finance,3400085241981512,04/29,273,Active,SQL Injection
1a78d318-549c-434b-a8ca-8550611f5f19,John Jackson,john.jackson218@example.com,+12442566841,167 Main Street,Prime National Bank,4111417323898503,03/29,525,Expired,Malware Attack
38658da0-5e6c-4970-87b4-75ca807a954a,Linda Mwangi,linda.mwangi748@example.com,+10722905450,418 Main Street,Global Trust Bank,4111418935224018,12/28,305,Active,Insider Leak
7f3df453-8ada-414d-9b09-b289ddf0ef51,Jennifer Harris,jennifer.harris259@example.com,+19374253447,770 Main Street,Unity Finance,3400740122293604,10/29,442,Blocked,Phishing
b7a6bf9d-11ad-4f14-8f37-10f730195c6c,Elizabeth Thomas,elizabeth.thomas769@example.com,+11864636903,890 Main Street,Metro Capital Bank,3400691705024965,07/28,888,Active,Insider Leak
3b25f814-1db1-403c-ac94-df06cf06e677,Jennifer Taylor,jennifer.taylor685@example.com,+11811423112,728 Main Street,Global Trust Bank,3000814938060096,09/26,813,Blocked,Insider Leak
8396e4c9-026b-46b7-ac70-c89cf00714f6,Linda Mwangi,linda.mwangi942@example.com,+12563004784,347 Main Street,Unity Finance,3400148927949622,12/30,544,Expired,Insider Leak
36530da3-7b3b-4012-b08a-114d4074794f,Elizabeth Harris,elizabeth.harris512@example.com,+15641256725,375 Main Street,Unity Finance,4111590401013826,08/30,457,Expired,SQL Injection
fa7744e6-4ac4-40a5-9d0a-99dfa46d7c41,Robert Jackson,robert.jackson536@example.com,+17689150808,742 Main Street,Global Trust Bank,3400826891096201,09/28,619,Active,Insider Leak
0ef1daa4-77c9-4419-ad3d-27088e01ef4d,Jennifer Jackson,jennifer.jackson342@example.com,+14117036535,433 Main Street,Metro Capital Bank,3000212427759944,11/28,874,Active,SQL Injection
184e556c-3105-4785-923e-b71a0ba99526,Michael Brown,michael.brown659@example.com,+14110885797,746 Main Street,Unity Finance,5500824674551713,06/30,283,Expired,Insider Leak
f265290a-9cc7-4c77-971b-cd50507235d9,Jennifer Harris,jennifer.harris80@example.com,+15674566972,173 Main Street,Metro Capital Bank,5500193387199922,08/29,817,Blocked,Insider Leak
28d53738-deb7-42ee-bc5f-3bb920d4ba26,Patricia Harris,patricia.harris60@example.com,+13810570617,546 Main Street,Metro Capital Bank,3400391808200286,04/26,378,Active,Insider Leak
62e55c9d-b186-425d-81cb-05f400c2093e,Mary Brown,mary.brown448@example.com,+18980066117,386 Main Street,Unity Finance,5500660598734951,12/30,338,Active,Insider Leak
f53f7aa8-cc4a-4ebc-b39d-420c579ff35e,William Jackson,william.jackson72@example.com,+12073096243,339 Main Street,Prime National Bank,4111696230681915,10/27,225,Expired,SQL Injection
65635e70-7c2f-44a3-8531-9cf9c696a799,Elizabeth Thomas,elizabeth.thomas819@example.com,+11336604465,657 Main Street,Unity Finance,4111236546244014,05/29,987,Active,SQL Injection
5e4fecd8-1f18-433d-bdb2-2dbfa96405bb,John Thomas,john.thomas747@example.com,+11141416714,636 Main Street,Global Trust Bank,4111142248075569,07/27,660,Blocked,Insider Leak
aa042964-2fff-4f0b-b4a8-87d0a7a3f1b4,William Johnson,william.johnson565@example.com,+15903955729,258 Main Street,Unity Finance,3400329906275114,10/27,368,Expired,Phishing
991e2c57-670c-4b39-a05b-7bdd7078e34e,Patricia White,patricia.white497@example.com,+14714971934,674 Main Street,Unity Finance,4111188749071756,04/29,585,Expired,Insider Leak
c0409043-790e-4d6d-8775-719c5e44976a,Linda Johnson,linda.johnson220@example.com,+12332214849,400 Main Street,Unity Finance,5500069206905896,10/27,914,Blocked,Phishing
60f709e8-f130-4abb-9f51-ad38c7e748c8,William Harris,william.harris892@example.com,+14378195305,160 Main Street,Prime National Bank,5500625430787793,06/26,214,Blocked,Malware Attack
16839c31-3e52-4cff-b63e-6425c9908304,Elizabeth Taylor,elizabeth.taylor759@example.com,+17561826630,221 Main Street,Metro Capital Bank,4111338688816875,07/27,918,Expired,Phishing
0057f6ff-1bb2-4bf9-b106-c43cea59c0d8,James Harris,james.harris870@example.com,+12450593597,485 Main Street,Unity Finance,3000144987042134,09/30,119,Active,SQL Injection
1bc5c8f2-a147-4df9-8d56-7423e454b1af,Elizabeth Thomas,elizabeth.thomas154@example.com,+17694226151,519 Main Street,Prime National Bank,5500957313124550,04/26,641,Blocked,Malware Attack
d81467c6-d9b1-485d-8cf3-27a977de09ae,Mary Thomas,mary.thomas601@example.com,+18640936582,622 Main Street,Prime National Bank,3400321615003522,01/30,449,Blocked,Malware Attack
5592fc40-5c9c-433d-b45a-928a26bc9d57,Jennifer Taylor,jennifer.taylor826@example.com,+15590329761,780 Main Street,Unity Finance,3400916177270432,05/30,935,Expired,Malware Attack
eca0ca82-44aa-4655-b0e5-9f8d9e2dd6fa,Mary Harris,mary.harris144@example.com,+13282766491,337 Main Street,Prime National Bank,4111278656856412,07/28,969,Expired,SQL Injection
0995cc6b-39c6-4de5-a0a4-d94f3d2e7975,Mary Mwangi,mary.mwangi954@example.com,+16024928214,291 Main Street,Metro Capital Bank,3400745466431425,08/30,592,Active,Insider Leak
571d5af9-15d1-46b6-bfea-d51c8680ff49,William Thomas,william.thomas942@example.com,+15527263265,216 Main Street,Unity Finance,4111884444991662,01/30,632,Expired,Phishing
2c99f66d-d075-4741-9bde-54a8869cde51,William Smith,william.smith219@example.com,+10951498404,637 Main Street,Metro Capital Bank,5500725057347205,07/28,556,Expired,Phishing
e6fa7b1b-99f2-4615-b057-3225b2832741,Robert White,robert.white803@example.com,+16890247097,611 Main Street,Prime National Bank,3400116414374705,07/26,808,Blocked,SQL Injection
498b92ca-4e43-4f3c-9ff2-65cefbece700,Robert Anderson,robert.anderson74@example.com,+12877657222,401 Main Street,Unity Finance,3000971005887217,06/26,948,Active,SQL Injection
af96f93b-29cb-4f41-a7ad-39218a9a2c3d,William Thomas,william.thomas814@example.com,+18493935398,609 Main Street,Prime National Bank,5500090768217789,02/28,598,Expired,Malware Attack
d183d162-1aea-4e82-8126-07504935a160,Robert Thomas,robert.thomas282@example.com,+12968434343,219 Main Street,Unity Finance,5500717656045820,07/29,554,Expired,Malware Attack
e7928dae-5310-4ced-b954-aa3113c0648b,Robert Johnson,robert.johnson634@example.com,+11882804162,284 Main Street,Prime National Bank,3400368787336474,05/30,378,Blocked,Insider Leak
eea518e2-f9fe-41b4-880e-6abca8954145,Mary Mwangi,mary.mwangi157@example.com,+18715923146,523 Main Street,Unity Finance,4111813646768649,07/26,704,Active,SQL Injection
b4954d32-1909-4614-8366-913f2fb9c70c,William Anderson,william.anderson518@example.com,+16619567637,510 Main Street,Prime National Bank,5500638097098219,01/27,174,Expired,SQL Injection
339b5c16-fb52-4fa4-a0d9-7ea7b1665f44,Robert Harris,robert.harris451@example.com,+18017720100,764 Main Street,Unity Finance,4111478321518542,04/28,372,Active,Malware Attack
ffd56207-719c-40d7-adf7-b81d9f3992df,Robert Thomas,robert.thomas906@example.com,+19692895467,824 Main Street,Metro Capital Bank,3400388602339634,01/29,445,Expired,Malware Attack
7e9e52c3-a90d-4087-9027-311b799a1484,Mary Smith,mary.smith792@example.com,+15152847337,659 Main Street,Metro Capital Bank,4111466677663468,07/29,783,Active,SQL Injection
9e648b76-ad54-4380-9708-de3aa6933535,Michael White,michael.white859@example.com,+16961634939,600 Main Street,Metro Capital Bank,3400270758776726,07/27,789,Expired,Phishing
bffe71dd-925a-424e-809e-242c24e2ab88,William Anderson,william.anderson325@example.com,+12475777232,129 Main Street,Prime National Bank,3000025693978339,02/27,441,Active,Insider Leak
420be818-20ef-4ff1-97d5-1e89cc4a04d4,Mary White,mary.white846@example.com,+15791941697,864 Main Street,Global Trust Bank,5500904213696597,05/28,904,Blocked,Phishing
c5ce211b-4a40-4a89-a0b1-8a7b65ab2735,Michael Jackson,michael.jackson274@example.com,+10652738194,837 Main Street,Unity Finance,4111340535228896,03/26,915,Blocked,Phishing
c29b069c-e27e-4cb7-864b-94ff7d79ec8f,William Harris,william.harris912@example.com,+11794647732,132 Main Street,Unity Finance,3000227211862763,02/26,485,Blocked,Insider Leak
c3cfacb0-9911-46f4-9827-b0c355767931,Michael Jackson,michael.jackson350@example.com,+12570890662,725 Main Street,Global Trust Bank,4111249976622883,04/26,800,Blocked,Phishing
04c465a2-112f-482c-a74e-af61d533c7a3,William Thomas,william.thomas690@example.com,+10555195534,456 Main Street,Metro Capital Bank,4111461291857285,05/28,314,Blocked,Phishing
97ee4b63-3641-4c43-ab5b-538080f777a0,Michael White,michael.white273@example.com,+19566761174,217 Main Street,Global Trust Bank,4111646228695802,01/29,299,Blocked,Insider Leak
6cc57696-2dc9-4bbc-bcaa-fb0d24409884,William Taylor,william.taylor215@example.com,+11707413064,660 Main Street,Unity Finance,3000907102944289,09/26,900,Blocked,SQL Injection
cdaf9a6f-80f2-4b1c-8c91-61293560c4fe,Jennifer Mwangi,jennifer.mwangi125@example.com,+16076522659,979 Main Street,Global Trust Bank,5500463184879292,12/27,517,Expired,Malware Attack
da1856e6-49c7-41c1-bd7b-f49b0232e8de,Mary Thomas,mary.thomas761@example.com,+17664350133,166 Main Street,Unity Finance,4111177141346215,12/30,530,Expired,SQL Injection
384132b1-c484-4f36-81db-89ab8fec8fd5,Patricia Brown,patricia.brown108@example.com,+11107101082,327 Main Street,Global Trust Bank,5500174543328115,10/28,516,Blocked,SQL Injection
17b28895-2840-4114-a9a0-fe86f8e3ed87,Jennifer Mwangi,jennifer.mwangi753@example.com,+11765776052,126 Main Street,Unity Finance,4111459076973614,10/28,398,Active,Insider Leak
1da573e9-d813-46c4-af72-64099f53c5be,Robert Smith,robert.smith952@example.com,+12491383422,422 Main Street,Unity Finance,4111407742351444,10/27,773,Blocked,Insider Leak
40e31be5-65c8-4d63-8c94-b3e2babb5b22,Elizabeth Harris,elizabeth.harris773@example.com,+16614397748,835 Main Street,Prime National Bank,4111742498553439,02/30,495,Blocked,Insider Leak
06f5e59a-37f9-4e41-a810-185fcf1314af,William Brown,william.brown552@example.com,+18342724849,835 Main Street,Unity Finance,4111925387164521,12/26,791,Expired,Phishing
fcdc8bc7-4976-423d-ae0c-36b95eba3fc3,Jennifer Mwangi,jennifer.mwangi203@example.com,+15217324674,330 Main Street,Metro Capital Bank,3400731533592009,09/28,205,Active,Malware Attack
30b99b53-f9b6-4fbe-926d-5bb2bd4b0cee,John Smith,john.smith153@example.com,+12078330600,597 Main Street,Global Trust Bank,3000639258521013,03/28,108,Blocked,Malware Attack
4f3c4c3f-d032-43f4-8aaa-07301ff80e92,Jennifer Taylor,jennifer.taylor144@example.com,+11106020167,442 Main Street,Prime National Bank,4111729063836666,07/30,351,Blocked,Phishing
ae48188e-4d1e-4a92-b0f1-2d5368eb4fd7,James Taylor,james.taylor999@example.com,+13180315692,682 Main Street,Global Trust Bank,3000483814415434,07/29,641,Blocked,Phishing
1ee768c5-60b3-490d-bfba-2576b446007e,Jennifer Taylor,jennifer.taylor447@example.com,+14608241223,817 Main Street,Metro Capital Bank,3000279643657175,02/26,127,Active,SQL Injection
a7c366cd-5a5d-48ad-869b-359ef41aa77c,James Anderson,james.anderson910@example.com,+12807786818,650 Main Street,Global Trust Bank,3000153703000409,03/27,146,Blocked,Malware Attack
f809b9b8-f575-4d2b-823a-413ba3ef7b44,James Thomas,james.thomas574@example.com,+16141780197,169 Main Street,Global Trust Bank,3400541221643571,08/28,892,Active,Malware Attack
fa05a6c7-15f5-4bdb-a566-bafac93f55d0,John Johnson,john.johnson515@example.com,+15728112641,240 Main Street,Global Trust Bank,3000969351257210,03/26,713,Expired,Phishing
8e3b8302-cb13-4dde-b17f-9a85b85b7794,William Thomas,william.thomas565@example.com,+18436312742,381 Main Street,Metro Capital Bank,3400754296260662,03/29,849,Active,Malware Attack
bc598350-716c-4e6f-9a30-b5696cdd505e,Elizabeth Smith,elizabeth.smith686@example.com,+14344034158,414 Main Street,Unity Finance,3000114319872719,02/26,953,Blocked,Phishing
6a5fac64-325b-4414-94f9-05fcfb7e338d,Mary Harris,mary.harris415@example.com,+16419110738,588 Main Street,Unity Finance,3000619170528870,09/30,889,Blocked,Insider Leak
1cf58610-d3a6-4c36-b159-eb1e5afd7f86,Linda White,linda.white605@example.com,+17606601820,251 Main Street,Global Trust Bank,3000716280649946,01/28,802,Active,Phishing
7f421eda-5993-441e-b8e3-c9ef7ea8dbc2,Michael Mwangi,michael.mwangi844@example.com,+13639975117,620 Main Street,Global Trust Bank,3400828866131041,05/29,117,Blocked,Malware Attack
44e4f22c-47b2-49f5-a8d4-bf662e6e39d9,Linda Johnson,linda.johnson953@example.com,+18024172702,999 Main Street,Unity Finance,4111304957300200,07/26,292,Active,SQL Injection
c3f6ac60-e659-4930-9f40-6771ba30f456,Jennifer Jackson,jennifer.jackson316@example.com,+19825759671,121 Main Street,Metro Capital Bank,4111034108382067,07/30,789,Active,Phishing
5f049e85-5658-40f7-b599-cb8ec2adb198,Elizabeth Jackson,elizabeth.jackson166@example.com,+11052871002,292 Main Street,Global Trust Bank,4111241701793826,01/27,640,Expired,Phishing
900eed42-f988-411b-b54f-03827175003e,Mary Brown,mary.brown952@example.com,+15679278629,903 Main Street,Unity Finance,3000825198027443,04/29,493,Expired,SQL Injection
98739a9e-4a42-4ce1-a8c0-e58f99700bcb,Elizabeth Brown,elizabeth.brown583@example.com,+15045546505,305 Main Street,Prime National Bank,5500896784690196,06/27,230,Active,SQL Injection
e6e5be5f-a512-44e8-a576-04329211164f,Mary Smith,mary.smith708@example.com,+17173002359,874 Main Street,Global Trust Bank,3400199494234458,08/29,785,Active,SQL Injection
a5b007e3-cd3e-49ce-8b6a-af01da70b429,James Brown,james.brown332@example.com,+17520319782,295 Main Street,Metro Capital Bank,5500533523967440,08/26,712,Expired,SQL Injection
59f6e40f-e7a8-4e84-b532-621e001cf067,Robert Thomas,robert.thomas485@example.com,+14590210380,363 Main Street,Prime National Bank,4111598779185049,12/29,554,Expired,SQL Injection
0e84759c-fe81-4c2b-8431-474b5246ac8a,John Jackson,john.jackson309@example.com,+16859472335,195 Main Street,Prime National Bank,4111608927803190,11/26,662,Blocked,Malware Attack
c99d375f-639f-4533-8010-141efa997cdb,Linda White,linda.white234@example.com,+17602474075,464 Main Street,Global Trust Bank,4111432043652314,08/30,145,Active,Malware Attack
d07196ff-a0db-4d5c-849c-c79e9aae8efb,John Mwangi,john.mwangi688@example.com,+15387448131,181 Main Street,Unity Finance,4111368782069355,11/28,973,Active,SQL Injection
45be4e4c-d86a-4a59-97f7-426d0ceb337b,John Jackson,john.jackson302@example.com,+14634183883,287 Main Street,Prime National Bank,3000868963775014,01/29,251,Blocked,Malware Attack
